ID,記事ID,文番号,述語,述語位置,ガ格,ガ文ID,ガ位置,ヲ格,ヲ文ID,ヲ位置,ニ格,ニ文ID,ニ位置,本文書き出し,意味役割
79659,950690001,8,更新し,31,気象庁,1,2,気象資料総合処理システム,8,18,,-1,-1,来年三,"ガ:動作主 ヲ:対象 "
79806,950690003,4,更新し,64,降水量,3,15,三一二ミリ,4,57,,-1,-1,平年値,"ガ:対象 ヲ:対象 "
79845,950690003,20,計算し,12,,-1,-1,リスク,20,8,,-1,-1,考えら,"ガ:動作主 ヲ:対象 "
79868,950690003,26,慣れ,17,,-1,-1,,-1,-1,,-1,-1,幸い大,"ガ:経験者 ニ:対象 "
79929,950690004,23,着け,34,労働側,23,38,技能,23,29,,-1,-1,半年間,"ガ:動作主 ヲ:対象 ニ:着点（身体部分） "
80131,950690007,3,敷い,32,当局側,3,15,警戒態勢,3,27,,-1,-1,今年は,"ヲ:生成物 ガ:動作主 "
80135,950690007,4,拘束さ,29,当局側,3,15,知識人,4,38,,-1,-1,事件の,"ガ:動作主 ヲ:対象（人） "
80149,950690007,9,緩め,57,クリントン政権,9,8,中国」政策,9,48,,-1,-1,国際的,"ガ:動作主 ヲ:対象 "
80164,950690007,16,兼ねる,21,陳希同北京市党委書記,16,24,政治局委員,16,15,,-1,-1,汚職容,"ガ:動作主 ヲ:役割 "
80180,950690007,20,配っ,60,政策調整,20,63,目,20,58,,-1,-1,社会矛,"ヲ:慣用 ガ:動作主 ニ:対象（人） "
80206,950690008,2,検証する,25,,-1,-1,変遷,2,22,,-1,-1,びっく,"ガ:動作主 ヲ:対象（事態） "
80268,950690008,19,見極め,14,衆院,19,0,趨勢,19,11,,-1,-1,衆院は,"ガ:動作主 ヲ:対象 ガ:動作主 ヲ:状況 "
80276,950690009,1,増大し,29,失業,1,33,,-1,-1,,-1,-1,ソ連の,"ガ:対象 "
80282,950690009,4,間に合わ,15,,-1,-1,,-1,-1,,-1,-1,年率三,"ガ:対象（事態） "
80323,950690009,24,注意し,23,日本,24,13,推移,24,20,,-1,-1,これか,"ガ:動作主 ヲ:対象（事態） "
80333,950690009,27,近付い,8,社会党,26,3,,-1,-1,,-1,-1,現実主,"ガ:経験者？ ニ:対象 "
80351,950690010,4,アップし,12,合計特殊出生率,3,10,,-1,-1,,-1,-1,「三十,"ガ:対象 "
80378,950690010,17,揺らぎ,17,スタイル,17,10,,-1,-1,,-1,-1,伝統的,"ガ:対象 "
80670,950690014,3,注文し,32,私たち,3,0,,-1,-1,,-1,-1,私たち,"ガ:動作主 ニ:着点 "
80710,950690014,12,特定し,56,文章,11,28,日本,12,52,,-1,-1,現に自,"ガ:対象 ヲ:対象 "
81196,950690020,12,見越し,14,同党,10,0,こと,12,11,,-1,-1,「あの,"ガ:経験者 ヲ:対象 "
81310,950690021,26,貸す,43,日本,26,0,力,26,41,,-1,-1,日本が,"ニ:着点？ ニ:対象（事態） ヲ:慣用 ヲ:対象 ガ:動作主 "
81395,950690022,34,並行し,3,取り組み,34,13,,-1,-1,,-1,-1,復興と,"ガ:対象（事態） "
81433,950690023,9,展望し,58,最終答申,9,62,姿,9,52,,-1,-1,事務当,"ガ:動作主 ヲ:対象 "
81449,950690023,15,推測さ,78,,-1,-1,日本経済,14,3,,-1,-1,一九九,"ガ:動作主 ヲ:削除 "
81468,950690023,21,慣れ,9,官庁エコノミスト,21,12,,-1,-1,,-1,-1,右肩上,"ニ:対象 ガ:経験者 "
81525,950690024,10,救わ,45,議席差,10,41,,-1,-1,,-1,-1,新進党,"ガ:対象 ヲ:対象（事態） "
81555,950690024,20,行き詰まっ,16,日米経済交渉,20,9,,-1,-1,,-1,-1,株価も,"ガ:対象（事態） "
81584,950690025,8,中断し,17,韓国,8,9,資金提供,8,12,,-1,-1,南北関,"ガ:動作主 ヲ:対象（事態） "
81635,950690025,27,緊張さ,18,南北関係,27,13,,-1,-1,,-1,-1,日朝交,"ガ:対象 "
81636,950690025,27,配る,28,日本,26,0,気,27,26,,-1,-1,日朝交,"ヲ:慣用 ニ:対象（事態） ガ:動作主 "
81699,950690026,18,裏切る,21,決定,17,12,信頼,18,18,,-1,-1,わが国,"ガ:決定内容 ガ:対象（事態） ヲ:対象（事態） "
81721,950690027,4,引き受け,21,同氏,4,0,呼び掛け人,4,15,,-1,-1,同氏が,"ガ:動作主 ヲ:役割 "
81808,950690028,1,詰まる,8,胸,1,6,,-1,-1,,-1,-1,そう思,"ガ:慣用 "
81826,950690028,8,救お,39,落田耕太郎さん,8,13,女性信者,8,34,,-1,-1,ロープ,"ガ:動作主 ヲ:対象（人） "
81869,950690028,28,伸びる,17,手,28,15,,-1,-1,,-1,-1,「宗教,"ガ:慣用 ニ:着点（人） "
82061,950690030,32,揺らい,17,イメージ,32,6,,-1,-1,,-1,-1,防災先,"ガ:対象（事態） "
82100,950690031,9,浴びせ,40,こと,9,28,冷水,9,37,,-1,-1,また、,"ガ:動作主 ヲ:対象 ニ:対象 ガ:対象（事態） ヲ:慣用 "
82130,950690031,18,惜しん,65,日本,18,15,外交努力,18,60,,-1,-1,この明,"ガ:動作主 ヲ:対象（事態） "
82290,950690033,25,収集し,28,国際通貨基金,25,0,データ,25,24,,-1,-1,国際通,"ガ:動作主 ヲ:対象 "
82323,950690034,8,縮小し,24,地価上昇期待,8,17,,-1,-1,,-1,-1,国土庁,"ガ:対象（事態） "
82332,950690034,12,下落する,23,地価,12,6,,-1,-1,,-1,-1,また、,"ガ:対象 "
82349,950690034,20,下落さ,21,地価,20,8,,-1,-1,,-1,-1,もっと,"ガ:対象 "
82418,950690035,11,見越し,15,,-1,-1,大敗,11,12,,-1,-1,何のこ,"ヲ:対象（事態） ガ:経験者 "
82535,950690037,8,認可する,20,日本,7,34,,-1,-1,,-1,-1,米国は,"ガ:動作主 ヲ:対象（事態） ニ:着点？ "
82566,950690037,20,乗せる,14,米政府,16,24,利益拡大,17,17,,-1,-1,自動車,"ニ:着点 ガ:対象 ヲ:削除 "
82569,950690037,21,中断し,16,日米双方,21,4,日米航空交渉,21,22,,-1,-1,私たち,"ガ:対象（事態） ヲ:削除 "
82650,950690038,24,拘束さ,21,,-1,-1,自由,24,18,,-1,-1,しかし,"ガ:動作主 ヲ:対象 "
82686,950690039,3,着き,23,チッソ,3,6,,-1,-1,,-1,-1,国、熊,"ガ:動作主 ニ:着点 "
82765,950690040,4,座っ,18,犯人,4,23,,-1,-1,,-1,-1,これま,"ガ:動作主 ニ:着点 "
82817,950690040,23,反応し,7,アイスピック,22,12,,-1,-1,,-1,-1,事前に,"ガ:道具 ニ:対象 "
82824,950690040,25,名乗っ,28,男,25,12,,-1,-1,,-1,-1,今回ハ,"ガ:動作主 "
82840,950690041,1,敷か,48,,-1,-1,戒厳令,1,44,,-1,-1,条約締,"ガ:動作主 ヲ:対象 "
82877,950690041,18,遂げ,41,鉄鋼業,18,30,発展,18,38,,-1,-1,ところ,"ガ:経験者？ ヲ:対象（事態） "
82925,950690042,5,覚悟し,7,,-1,-1,綱渡り,5,3,,-1,-1,危ない,"ガ:動作主？ ヲ:対象（事態） "
82943,950690042,14,盗み,19,乗客,14,10,目,14,17,,-1,-1,携帯電,"ガ:動作主 ヲ:慣用 "
82973,950690042,31,反応し,4,探知機,31,0,,-1,-1,,-1,-1,探知機,"ガ:道具 ニ:対象（人） "
83014,950690043,5,刻ま,33,,-1,-1,名前,5,30,,-1,-1,百十四,"ガ:動作主 ヲ:動作主？ ニ:対象 ガ:動作主 ヲ:対象 ニ:着点 "
83076,950690043,30,座っ,20,日米安保,30,0,,-1,-1,,-1,-1,日米安,"ガ:対象 ニ:着点 "
83106,950690044,4,断ち切ら,23,,-1,-1,流れ,4,20,,-1,-1,国の責,"ガ:決定内容 ヲ:対象（事態） "
83131,950690044,14,証明し,21,,-1,-1,因果関係,14,16,,-1,-1,さかの,"ガ:対象 ヲ:対象 "
83163,950690044,24,絶え,27,薬害,24,24,,-1,-1,,-1,-1,改正薬,"ガ:対象 "
83171,950690044,27,揺らご,21,信頼,27,18,,-1,-1,,-1,-1,そのチ,"ガ:対象（事態） "
83213,950690045,14,敷い,46,化粧品メーカー,14,0,定価販売体制,14,39,,-1,-1,化粧品,"ヲ:生成物 ガ:動作主 "
83291,950690046,24,アップし,20,保険料,24,11,,-1,-1,,-1,-1,それに,"ガ:対象 "
83311,950690046,31,注意し,29,,-1,-1,,-1,-1,,-1,-1,基金の,"ガ:動作主 ニ:対象 "
83349,950690047,11,整え,35,防衛産業,11,6,生産体制,11,30,,-1,-1,戦後、,"ガ:対象 ヲ:状態 "
83399,950690048,5,施行さ,31,,-1,-1,地震防災対策特別措置法,4,11,,-1,-1,「日本,"ガ:動作主 ヲ:生成物 "
83417,950690048,11,見越し,7,,-1,-1,成立,11,4,,-1,-1,新法律,"ガ:経験者 ヲ:対象（事態） "
83450,950690048,20,観測し,7,大学,20,0,,-1,-1,,-1,-1,大学は,"ガ:動作主 ヲ:対象 "
83485,950690049,3,再計算さ,10,,-1,-1,各党配分額,1,2,,-1,-1,参院選,"ガ:動作主 ヲ:対象 "
83695,950690051,19,行き詰まっ,26,低利融資問題,19,19,,-1,-1,,-1,-1,二信組,"ガ:対象 "
83713,950690052,4,磨き,18,日本社会,2,15,大量生産システム,4,9,,-1,-1,戦後は,"ガ:動作主 ヲ:対象 "
83747,950690052,16,作り出し,20,それ,16,0,忠誠心,16,15,,-1,-1,それが,"ガ:対象 ヲ:生成物 "
83781,950690052,35,雇う,2,側,35,4,,-1,-1,,-1,-1,逆に雇,"ガ:動作主 ヲ:対象（人） "
83932,950690054,23,反応し,31,韓国民,23,21,,-1,-1,,-1,-1,韓国に,"ガ:動作主 ニ:対象 "
83939,950690054,25,満足さ,18,野心,25,15,,-1,-1,,-1,-1,選挙と,"ガ:対象 "
83971,950690055,8,稼い,28,クリントン大統領,8,0,点,8,26,,-1,-1,クリン,"ガ:動作主 ヲ:対象 "
83986,950690055,14,開放する,29,日本,14,0,閉鎖性,14,23,,-1,-1,日本は,"ガ:動作主 ヲ:対象 "
84010,950690055,23,開放し,38,日本,23,28,市場,23,35,,-1,-1,情報シ,"ガ:動作主 ヲ:対象 "
84011,950690055,23,取り込む,42,日本,23,28,もの,23,24,,-1,-1,情報シ,"ガ:動作主 ヲ:対象 "
84038,950690056,5,施行さ,50,,-1,-1,新食糧法,5,45,,-1,-1,政治加,"ガ:動作主 ヲ:生成物 "
84046,950690056,8,犯し,14,積み重ね,8,9,罪,8,17,,-1,-1,理不尽,"ガ:対象（事態） ヲ:対象 "
84124,950790000,6,検証し,9,裁判官,5,14,現地,6,6,,-1,-1,必要が,"ガ:動作主 ヲ:対象？ "
84168,950790000,23,怠れ,44,,-1,-1,社会的監視,23,38,,-1,-1,審問で,"ガ:動作主 ヲ:対象（事態） "
84195,950790000,38,立ち向かう,18,捜査,38,15,,-1,-1,,-1,-1,教義で,"ガ:対象（事態） ニ:対象 "
84243,950790001,21,振り回さ,15,思惑,21,12,外交,21,0,,-1,-1,外交が,"ガ:対象 ヲ:対象 "
84271,950790001,31,緊張さ,12,南北関係,31,7,,-1,-1,,-1,-1,日本の,"ガ:対象 "
84279,950790002,1,樹立し,50,両党,1,33,連立政権,1,45,,-1,-1,五五年,"ガ:動作主 ヲ:生成物 "
84281,950790002,2,明け,2,年,2,0,,-1,-1,,-1,-1,年が明,"ガ:対象 "
84293,950790002,3,裏付け,65,支持率,3,25,こと,3,59,,-1,-1,毎日新,"ガ:対象 ヲ:対象 "
84369,950790003,5,軽減さ,6,ＰＬ法,4,0,負担,5,3,,-1,-1,立証の,"ガ:対象 ヲ:対象（事態） "
84378,950790003,10,証明する,11,消費者,10,0,欠陥,10,8,,-1,-1,消費者,"ガ:動作主 ヲ:対象 "
84652,950790006,19,縮小さ,35,計画,19,32,,-1,-1,,-1,-1,一つ残,"ガ:対象（事態） "
84724,950790007,17,緩め,16,警察当局,17,0,厳戒態勢,17,11,,-1,-1,警察当,"ガ:動作主 ヲ:状態 "
84725,950790007,18,突か,5,,-1,-1,すき,18,2,,-1,-1,このす,"ガ:動作主 ヲ:慣用 ガ:動作主 ヲ:対象 "
84726,950790007,19,引きずっ,8,全日空機ハイジャック事件,19,13,影,19,5,,-1,-1,「オウ,"ガ:対象 ヲ:対象 "
84728,950790007,19,緩める,39,関係者,19,32,警戒,19,36,,-1,-1,「オウ,"ガ:動作主 ヲ:対象（事態） "
84733,950790007,20,想像し,32,,-1,-1,,-1,-1,,-1,-1,もし大,"ガ:動作主 ヲ:対象 "
84769,950790007,36,緩める,15,,-1,-1,警戒,36,12,,-1,-1,繰り返,"ガ:動作主 ヲ:対象（事態） "
84824,950790008,16,退け,50,,-1,-1,提言,16,32,,-1,-1,地域の,"ガ:動作主 ヲ:対象（事態） "
84829,950790008,19,並行し,33,発生源対策,19,26,,-1,-1,,-1,-1,判決で,"ガ:対象 ニ:対象（事態） "
84843,950790008,24,打ち切ら,50,,-1,-1,公害病患者認定,24,42,,-1,-1,大気中,"ガ:動作主 ヲ:対象（事態） "
84924,950790009,17,覚悟し,79,新進党,17,10,受けるの,17,74,,-1,-1,与党三,"ガ:動作主？ ヲ:対象 "
85026,950790011,7,退け,41,二審判決,7,36,訴え,7,10,,-1,-1,差し止,"ガ:対象 ヲ:対象 "
85047,950790011,10,退け,69,判決,10,61,,-1,-1,,-1,-1,国や公,"ガ:対象 ヲ:対象（事態） "
85114,950790012,4,樹立する,92,南ア,4,6,外交関係,4,87,,-1,-1,民主化,"ガ:動作主？ ヲ:生成物 "
85185,950790013,3,外れ,14,観測,3,8,,-1,-1,,-1,-1,しかし,"ガ:対象（事態） ガ:対象（事態） "
85254,950790014,2,立ち向かう,14,査察部,2,37,,-1,-1,,-1,-1,この中,"ガ:動作主 ニ:対象 "
85262,950790014,5,増大さ,27,不信感,5,23,,-1,-1,,-1,-1,それだ,"ガ:感情 "
85346,950790015,2,後退し,44,金融システム不安,2,33,,-1,-1,,-1,-1,週明け,"ガ:感情 "
85481,950790016,19,広まる,39,腐敗,19,36,,-1,-1,,-1,-1,英国式,"ガ:対象（事態） "
85495,950790017,1,貸し,18,アウン・サン・スー・チーさん,0,27,手,1,16,,-1,-1,私たち,"ニ:着点？ ニ:対象（事態） ガ:動作主 ヲ:慣用 "
85520,950790017,8,刺し,57,キン・ニュン第一書記,8,12,くぎ,8,54,,-1,-1,解放の,"ガ:動作主 ヲ:慣用 ニ:着点 "
85556,950790017,21,転落し,66,ミャンマー,21,0,,-1,-1,,-1,-1,ミャン,"ガ:経験者？ ニ:着点 "
85570,950790018,0,乗せ,41,船,0,10,仲間,0,38,,-1,-1,地球と,"ガ:経験者 ヲ:削除 ニ:着点 "
85654,950790019,2,中断する,26,,-1,-1,大型プロジェクト,2,4,,-1,-1,このた,"ガ:対象 ヲ:削除 "
85693,950790019,16,撤退し,7,,-1,-1,,-1,-1,,-1,-1,なぜも,"ガ:動作主 "
85770,950790020,19,退け,84,判決,18,7,主張,19,77,,-1,-1,そのう,"ガ:対象 ヲ:対象（事態） "
85788,950790020,26,改定施行さ,4,,-1,-1,高齢者雇用安定法,26,11,,-1,-1,四月か,"ガ:動作主 ヲ:生成物 "
85855,950790021,10,思い込ん,9,社長,10,0,,-1,-1,,-1,-1,社長は,"ガ:動作主？ "
85871,950790021,13,振り回さ,14,虚偽,12,0,一般投資家,13,20,,-1,-1,大きな,"ガ:対象（事態） ヲ:対象（人） "
85908,950790021,25,眠る,18,法律,25,15,,-1,-1,,-1,-1,「空文,"ガ:対象 "
85933,950790022,8,生活し,27,人々,8,13,,-1,-1,,-1,-1,しかし,"ガ:動作主 "
85945,950790022,16,傾い,23,計画案づくり,16,0,,-1,-1,,-1,-1,計画案,"ガ:対象（事態） ニ:対象（事態） ニ:方向 "
86016,950790023,8,採用内定し,13,,-1,-1,,-1,-1,,-1,-1,一年間,"ガ:対象（事態） "
86121,950790024,12,見越し,10,出演者,12,49,低視聴率,12,5,,-1,-1,まさか,"ガ:経験者 ヲ:状況 "
86279,950790026,1,傷つけ,34,報道機関,1,3,信用,1,31,,-1,-1,日本の,"ガ:経験者？ ヲ:対象 "
86285,950790026,4,傷つけ,19,内容,4,5,感情,4,13,,-1,-1,この報,"ガ:原因 ヲ:対象 "
86302,950790026,9,裏切ら,44,政治家,9,40,韓国,9,54,,-1,-1,日韓議,"ガ:動作主 ヲ:対象 "
86536,950790029,8,付い,57,クレーム,8,52,,-1,-1,,-1,-1,防災業,"ガ:対象？ ニ:着点？ "
86669,950790030,23,終結し,3,冷戦,23,0,,-1,-1,,-1,-1,冷戦が,"ガ:対象 "
86722,950790031,6,気付く,35,クリントン政権,6,0,,-1,-1,,-1,-1,クリン,"ガ:経験者 ニ:対象 "
86798,950790032,15,消滅し,15,会社,15,19,,-1,-1,,-1,-1,その後,"ガ:対象 "
86810,950790032,18,消滅する,34,損害賠償請求権,18,23,,-1,-1,,-1,-1,三番目,"ガ:対象 "
86821,950790032,22,退け,5,判決,22,11,責任,22,2,,-1,-1,国の責,"ガ:対象 ヲ:対象 "
86860,950790032,39,着く,29,企業,39,17,,-1,-1,,-1,-1,患者、,"ガ:動作主 ニ:着点 "
86880,950790033,5,刻ん,32,巨木,5,37,時間,5,29,,-1,-1,世界で,"ガ:動作主 ヲ:時 ガ:対象 ヲ:対象 "
86967,950790034,6,認可する,67,日本,6,46,すべて,6,59,,-1,-1,合意の,"ガ:動作主 ヲ:対象 "
86969,950790034,7,認可さ,46,米,6,18,関西国際空港発米国行き貨物路線,7,30,,-1,-1,その代,"ガ:動作主 ヲ:対象 ニ:着点？ "
86984,950790034,12,通さ,18,日本,12,12,筋,12,16,,-1,-1,その理,"ガ:経験者？ ヲ:対象 "
87029,950790035,3,乗り込も,35,党,3,22,,-1,-1,,-1,-1,ある党,"ガ:動作主 ニ:着点（場所） "
87091,950790035,30,脅す,2,,-1,-1,,-1,-1,,-1,-1,核で脅,"ガ:動作主 ヲ:対象 "
87118,950790036,2,連ね,133,大阪市・日本生命,2,114,名,2,131,,-1,-1,今年は,"ニ:着点？ ガ:動作主 ヲ:対象 "
87178,950790037,0,増大する,26,層,0,24,,-1,-1,,-1,-1,かつて,"ガ:対象 "
87215,950790037,11,逆転し,47,与野党勢力,11,41,,-1,-1,,-1,-1,八九年,"ガ:対象 "
87216,950790037,12,劣る,22,価値,12,11,,-1,-1,,-1,-1,参院選,"ガ:対象 ニ:基準点 "
87222,950790037,14,見極め,41,,-1,-1,どうか,14,37,,-1,-1,やはり,"ガ:動作主 ヲ:対象？ ガ:動作主 ヲ:対象 "
87302,950790038,8,落ち込ん,21,社会党,8,0,,-1,-1,,-1,-1,社会党,"ガ:対象 ニ:着点？ "
87419,950790039,14,補っ,16,人々,14,0,目減り,14,6,,-1,-1,人々は,"ガ:動作主 ヲ:対象（事態） "
87496,950790040,16,振り回し,17,日教組,16,0,東京発・民主主義,16,7,,-1,-1,日教組,"ガ:動作主 ヲ:対象 "
87565,950790041,9,下落し,10,サービス価格,9,3,,-1,-1,,-1,-1,モノや,"ガ:対象 "
87571,950790041,10,注意する,22,,-1,-1,,-1,-1,,-1,-1,荒っぽ,"ガ:動作主 ニ:対象（事態） "
87624,950790042,6,眠る,6,空襲犠牲者,6,0,,-1,-1,,-1,-1,空襲犠,"ガ:経験者？ "
87671,950790042,23,作り出し,19,諸制度,23,5,政治,23,16,,-1,-1,旧憲法,"ガ:対象 ヲ:対象 "
87774,950790043,22,軽減する,23,,-1,-1,負担,22,20,,-1,-1,第三セ,"ガ:対象？ ヲ:対象（事態） "
87809,950790044,4,満足せ,18,米上院,4,5,,-1,-1,,-1,-1,ところ,"ニ:原因 ニ:対象（事態） ガ:経験者 "
87861,950790044,21,軽減さ,59,,-1,-1,苦難,21,56,,-1,-1,米議会,"ガ:その他 ヲ:状態 "
88002,950790046,10,縮小し,7,,-1,-1,経営規模,10,2,,-1,-1,逆に経,"ガ:動作主 ヲ:対象？ "
88072,950790046,32,整える,47,,-1,-1,体制,32,44,,-1,-1,さまざ,"ガ:動作主 ヲ:状態 "
88109,950790047,12,終結し,3,冷戦,12,0,,-1,-1,,-1,-1,冷戦が,"ガ:対象 "
88155,950790047,28,動かす,33,団結,28,20,国際政治,28,27,,-1,-1,日本で,"ガ:対象（事態） ヲ:対象 "
88192,950790048,11,整え,56,カンボジア和平,11,30,条件,11,53,,-1,-1,ＡＳＥ,"ガ:対象 ヲ:対象 "
88193,950790048,12,加入し,41,ベトナム,12,0,,-1,-1,,-1,-1,ベトナ,"ガ:動作主 ニ:着点 "
88218,950790048,20,加入する,23,ベトナム,20,0,,-1,-1,,-1,-1,ベトナ,"ガ:動作主 ニ:着点 "
88232,950790049,1,加入する,24,勤め人,1,20,,-1,-1,,-1,-1,担ぎ手,"ガ:動作主 ニ:着点 "
88273,950790049,22,統合する,24,,-1,-1,ＮＴＴ,22,15,,-1,-1,財政破,"ガ:動作主 ヲ:対象 ニ:着点 "
88282,950790049,27,吸収し,33,厚生年金,27,0,ＮＴＴ,27,29,,-1,-1,厚生年,"ガ:対象 ヲ:対象 "
88299,950790049,35,怠ら,13,三共済,35,4,自助努力,35,8,,-1,-1,合併後,"ガ:動作主 ヲ:対象（事態） "
88330,950790050,7,注意し,18,,-1,-1,生徒,7,15,,-1,-1,体罰の,"ガ:動作主 ヲ:対象（人） "
88400,950890000,1,撃た,40,,-1,-1,頭,1,34,,-1,-1,三十日,"ガ:動作主 ヲ:対象（身体部分） "
88403,950890000,2,撃た,29,,-1,-1,二人,2,6,,-1,-1,女子高,"ガ:動作主 ヲ:対象（人） "
88407,950890000,4,詰まる,15,胸,4,13,,-1,-1,,-1,-1,家族ら,"ガ:慣用 "
88414,950890000,8,撃っ,23,容疑者,8,0,頭,8,21,,-1,-1,容疑者,"ガ:動作主 ヲ:対象（身体部分） "
88430,950890000,18,撃た,39,,-1,-1,女子短大生,18,33,,-1,-1,約一カ,"ガ:動作主 ヲ:対象（人） "
88434,950890000,20,立ち向かう,20,警察,20,3,,-1,-1,,-1,-1,当然、,"ガ:動作主 ニ:対象（事態） "
88571,950890002,6,断ち切る,11,日銀,6,0,波及,6,8,,-1,-1,日銀は,"ガ:動作主 ヲ:対象（事態） "
88759,950890004,8,製造し,68,李総統,8,40,核,8,63,,-1,-1,「核兵,"ガ:動作主 ヲ:生成物 "
88809,950890004,32,交え,9,中台,19,0,膝,32,7,,-1,-1,罵り合,"ガ:動作主 ヲ:慣用 "
88919,950890006,16,競っ,10,,-1,-1,巧妙さ,16,6,,-1,-1,使途不,"ガ:動作主 ヲ:対象 "
88981,950890007,6,裏切る,27,数字,6,30,期待,6,24,,-1,-1,これで,"ガ:対象 ヲ:対象（事態） "
88986,950890007,9,終結し,8,東西冷戦,9,3,,-1,-1,,-1,-1,だが、,"ガ:対象 "
89013,950890007,19,編成す,32,政府,18,12,予算,19,29,,-1,-1,改めて,"ガ:動作主 ヲ:生成物 "
89024,950890007,24,漂っ,14,スモッグ,24,24,,-1,-1,,-1,-1,多くの,"ガ:対象 ニ:場所 "
89124,950890008,18,遂げよ,39,ＡＳＥＡＮ,18,46,目的,18,36,,-1,-1,しかし,"ガ:動作主 ヲ:対象 "
89161,950890009,10,怠っ,39,日本,10,0,総括,10,36,,-1,-1,日本は,"ガ:動作主 ヲ:対象（事態） "
89166,950890009,11,救っ,46,原爆,11,28,人命,11,43,,-1,-1,日本が,"ガ:対象 ヲ:対象 "
89205,950890009,25,終結し,3,冷戦,25,0,,-1,-1,,-1,-1,冷戦が,"ガ:対象 "
89226,950890009,33,維持・管理する,12,,-1,-1,核兵器,33,1,,-1,-1,「核兵,"ガ:動作主 ヲ:対象 "
89257,950890010,2,認可さ,24,,-1,-1,値上げ,1,3,,-1,-1,どんな,"ガ:動作主 ヲ:対象（事態） ニ:着点？ "
89324,950890010,28,軽減する,22,,-1,-1,半分,28,6,,-1,-1,引き上,"ガ:動作主 ヲ:対象 "
89488,950890012,15,検証し,31,毎日新聞社,14,0,,-1,-1,,-1,-1,併せて,"ガ:動作主 ヲ:対象 "
89538,950890013,0,施行さ,10,,-1,-1,国連平和維持活動協力法,0,15,,-1,-1,一九九,"ガ:動作主 ヲ:生成物 "
89552,950890013,4,取り付ける,28,政府・自民党,4,3,協力,4,25,,-1,-1,当時の,"ガ:動作主 ヲ:対象（事態） "
89645,950890014,9,共有する,17,人類,9,14,海洋生物資源,9,21,,-1,-1,私たち,"ガ:経験者 ヲ:対象 "
89659,950890014,13,覚悟し,44,日本,13,17,こと,13,41,,-1,-1,公海で,"ガ:動作主？ ヲ:対象 "
89685,950890014,18,惜しむ,62,日本,18,0,努力,18,59,,-1,-1,日本の,"ガ:動作主 ヲ:対象（事態） "
89699,950890015,6,気付か,13,日航,6,4,,-1,-1,,-1,-1,運輸省,"ガ:経験者 ニ:対象（事態） "
89722,950890015,17,付い,26,前提,17,23,,-1,-1,,-1,-1,もちろ,"ガ:対象 ニ:着点 "
89729,950890015,23,劣る,9,整備技量,23,4,,-1,-1,,-1,-1,「海外,"ガ:対象 ニ:基準点 "
89862,950890016,31,動かし,8,大思想,31,12,世界,31,5,,-1,-1,二十世,"ガ:対象 ヲ:対象 "
90048,950890018,6,覚悟し,9,人,6,24,,-1,-1,,-1,-1,戦争体,"ガ:動作主？ "
90128,950890018,36,合流し,36,思想,36,9,,-1,-1,,-1,-1,とすれ,"ガ:対象 ニ:着点 "
90138,950890018,40,犯し,26,父祖,40,9,過誤,40,29,,-1,-1,私たち,"ガ:動作主 ヲ:対象 ニ:着点（人） "
90213,950890019,16,脅かし,18,過当競争,16,6,経営,16,14,,-1,-1,ルール,"ガ:対象（事態） ヲ:対象（事態） "
90268,950890020,7,眺め,70,私たち,7,0,全容,7,67,,-1,-1,私たち,"ガ:動作主 ヲ:対象 "
90393,950890022,5,励まし,15,通貨当局,3,0,買い手,5,3,,-1,-1,ドルの,"ガ:動作主 ヲ:対象（人） "
90427,950890022,23,乗せる,24,,-1,-1,景気,23,16,,-1,-1,こうし,"ガ:対象 ヲ:削除 ニ:慣用 "
90509,950890023,29,揺らぎ,10,神話,29,7,,-1,-1,,-1,-1,いまそ,"ガ:対象？ "
90511,950890023,30,突い,5,新アジア主義,30,18,不安,30,2,,-1,-1,その不,"ガ:動作主 ヲ:感情 ガ:対象 ヲ:感情 "
90524,950890023,35,攻撃さ,19,,-1,-1,アジア主義,34,21,,-1,-1,最後は,"ガ:動作主 ヲ:対象 "
90525,950890023,35,消滅し,30,アジア主義,34,21,,-1,-1,,-1,-1,最後は,"ガ:対象 "
90579,950890023,63,間に合う,5,,-1,-1,,-1,-1,,-1,-1,今なら,"ガ:対象（事態） "
90597,950890024,7,思い込ん,17,指導者,6,3,,-1,-1,,-1,-1,それよ,"ガ:動作主？ "
90602,950890024,10,黙ら,15,,-1,-1,,-1,-1,,-1,-1,いま多,"ガ:動作主 "
90604,950890024,11,振り回し,34,人間,11,39,理念,11,31,,-1,-1,ソ連と,"ガ:動作主 ヲ:対象 "
90631,950890024,29,黙っ,3,中国,29,0,,-1,-1,,-1,-1,中国は,"ガ:動作主 "
90873,950890026,30,外れ,17,細野氏,30,8,,-1,-1,,-1,-1,その影,"ガ:対象（人） ガ:経験者 "
91004,950890027,15,注文し,58,,-1,-1,,-1,-1,,-1,-1,河野、,"ガ:動作主 ニ:着点（人） "
91023,950890028,6,余る,85,仕打ち,6,79,,-1,-1,,-1,-1,だが、,"ガ:対象（事態） ニ:慣用 "
91060,950890028,17,取り付ける,4,,-1,-1,林道,17,13,,-1,-1,原生林,"ガ:動作主 ヲ:対象 ニ:着点（場所） "
91075,950890028,19,逆転さ,72,考え方,19,68,,-1,-1,,-1,-1,長良川,"ガ:対象 "
