ID,記事ID,文番号,述語,述語位置,本文切り抜き,語義,コメント
80180,950690007,20,配っ,60,社会矛,07013880-3_0-0-2-0-0,ガ格を「政策調整」ではなく、外界一般にした。これは、動詞項構造シソーラスを参考に格をつける対象を変更したため。
80206,950690008,2,検証する,25,びっく,08023340-2_0-0-1-0-0,「変遷」は対象（事態）にしたが、対象のほうがよかったか？
80268,950690008,19,見極め,14,衆院は,25021030-3_0-0-2-0-0,「趨勢」とは、「これから先の成り行きを示すものとしての現在の状態」のことなので、「状況」にした。
80268,950690008,19,見極め,14,衆院は,-3,
80276,950690009,1,増大し,29,ソ連の,15007590-1_0-0-0-0-0,
80282,950690009,4,間に合わ,15,年率三,25012420-3_0-0-2-0-0,
80323,950690009,24,注意し,23,これか,17011250-2_0-0-1-0-0,本当は、ヲ格ではなくニ格だが、文章上仕方ない。
80333,950690009,27,近付い,8,現実主,17002300-5_1-0-4-0-0,
80351,950690010,4,アップし,12,「三十,00020510-1_0-0-1-0-0,
80378,950690010,17,揺らぎ,17,伝統的,27023570-3_0-0-2-0-0,
80670,950690014,3,注文し,32,私たち,17014630-3_0-0-2-0-0,
80710,950690014,12,特定し,56,現に自,19019600-1_0-0-1-0-0,ヲ格は、日本ではない何か（行為者のようなもの）なので、外界一般につけた。「何かを日本と特定している」のだから、ヲ格は必要。
81196,950690020,12,見越し,14,「あの,25021510-3_0-0-2-0-0,
81196,950690020,12,見越し,14,「あの,-3,
81310,950690021,26,貸す,43,日本が,04033860-3_0-0-2-0-0,「力を貸す」は慣用句であるとして、ヲ格に慣用をつけた。
81395,950690022,34,並行し,3,復興と,24001860-1_0-0-0-0-0,「取り組み」は、サ変名詞ではないが、「対象（事態）」と考えていいと思った。
81433,950690023,9,展望し,58,事務当,18025920-3_0-0-2-0-0,
81449,950690023,15,推測さ,78,一九九,13003300-1_0-0-0-0-0,このヲ格、無理して付ける必要がないと思う。
81468,950690023,21,慣れ,9,右肩上,20017130-2_0-0-1-0-0,「計画」に生成物をつけていたが、修正した。
81525,950690024,10,救わ,45,新進党,13009160-2_0-0-1-0-0,「失政」はサ変名詞ではないが、「対象（事態）」にしたが、よかったか？
81555,950690024,20,行き詰まっ,16,株価も,27020030-3_0-0-2-0-0,
81555,950690024,20,行き詰まっ,16,株価も,-3,
81584,950690025,8,中断し,17,南北関,17013820-3_0-0-2-0-0,
81635,950690025,27,緊張さ,18,日朝交,06054290-3_0-0-2-0-0,
81636,950690025,27,配る,28,日朝交,07013880-3_0-0-2-0-0,ニ格なくてもいいかと思ったが、「気を配る」対象が必要かと思ったので、ニ格をつけた。
81699,950690026,18,裏切る,21,わが国,02016200-3_0-0-2-0-0,ガ格の「決定」に決定内容のタグをつけたが、対象（事態）もつけられる。これは、「決定」が、行為とその行為の結果物と両方取れるから。
81721,950690027,4,引き受け,21,同氏が,22004500-2_0-0-1-0-0,
81721,950690027,4,引き受け,21,同氏が,-3,
81808,950690028,1,詰まる,8,そう思,-2,
81826,950690028,8,救お,39,ロープ,13009160-2_0-0-1-0-0,
81869,950690028,28,伸びる,17,「宗教,20050440-4_0-0-3-0-0,ニ格は、範囲でもいいように思ったが、着点のほうがよりいいと思ったので、着点（人）にした。
82061,950690030,32,揺らい,17,防災先,27023570-3_0-0-2-0-0,
82100,950690031,9,浴びせ,40,また、,-2,ガ格の「軍縮会議」に、一応対象（事態）にしたが、事態にする必要はなかったかも。
82100,950690031,9,浴びせ,40,また、,-4,
82130,950690031,18,惜しん,65,この明,03015840-3_0-0-2-0-0,
82290,950690033,25,収集し,28,国際通,12004990-3_0-0-2-0-0,
82323,950690034,8,縮小し,24,国土庁,12011650-1_0-0-0-0-0,
82332,950690034,12,下落する,23,また、,08016820-2_0-0-1-0-0,
82349,950690034,20,下落さ,21,もっと,08016820-2_0-0-1-0-0,
82418,950690035,11,見越し,15,何のこ,25021510-3_0-0-2-0-0,
82418,950690035,11,見越し,15,何のこ,-3,
82535,950690037,8,認可する,20,米国は,20032510-3_0-0-2-0-0,ニ格なくてもいいと思ったが、一応つけた。
82566,950690037,20,乗せる,14,自動車,-1,31390の「上に置く」も近いが、「物の位置を何かの上に移す」の意味だと思うので、Unknownにした。
82566,950690037,20,乗せる,14,自動車,-4,「舞台に乗る」「舞台に乗せる」は、慣用句ではなかったので、着点にした。 また、この「舞台」は場所ではないので、着点（場所）にしない。
82569,950690037,21,中断し,16,私たち,17013820-3_0-0-2-0-0,
82650,950690038,24,拘束さ,21,しかし,09016440-1_0-0-0-0-0,
82686,950690039,3,着き,23,国、熊,-1,「ある場所に身を置く」の語義がないので、Unknownにした。
82765,950690040,4,座っ,18,これま,13022810-2_0-0-1-0-0,
82817,950690040,23,反応し,7,事前に,21047900-3_0-0-2-0-0,「探知機」には｢道具」をつけたが、ニ格の｢アイスピック」には「道具」をつけない。この「アイスピック」は、道具であることを重要視されていない
82824,950690040,25,名乗っ,28,今回ハ,20012520-2_0-0-1-0-0,29832の語義には「身分を名乗る」もあるので、29832にした。
82840,950690041,1,敷か,48,条約締,11010970-5_1-0-4-0-0,
82877,950690041,18,遂げ,41,ところ,19021100-3_0-0-2-0-0,
82925,950690042,5,覚悟し,7,危ない,04021660-3_0-0-2-0-0,
82943,950690042,14,盗み,19,携帯電,20035890-4_0-0-3-0-0,
82973,950690042,31,反応し,4,探知機,21047900-3_0-0-2-0-0,
83014,950690043,5,刻ま,33,百十四,06009680-4_0-0-3-0-0,
83076,950690043,30,座っ,20,日米安,13022810-5_0-0-4-0-0,
83106,950690044,4,断ち切ら,23,国の責,16023200-4_0-0-3-0-0,ガ格は、「判決」だと思ったので、決定内容にしたが、よかったか？対象もしくは対象（事態）にすべきか？
83106,950690044,4,断ち切ら,23,国の責,-3,
83131,950690044,14,証明し,21,さかの,12037720-2_0-0-1-0-0,
83163,950690044,24,絶え,27,改正薬,16013940-3_0-0-2-0-0,
83171,950690044,27,揺らご,21,そのチ,27023570-3_0-0-2-0-0,
83213,950690045,14,敷い,46,化粧品,11010970-4_1-0-3-0-0,「定価販売体制」は生成物でよかったか？
83291,950690046,24,アップし,20,それに,00020510-1_0-0-1-0-0,
83311,950690046,31,注意し,29,基金の,17011250-2_0-0-1-0-0,
83349,950690047,11,整え,35,戦後、,19027490-2_0-0-1-0-0,「生産体制」は状態にしたが、よかったか？
83399,950690048,5,施行さ,31,「日本,11012820-3_0-0-2-0-0,
83417,950690048,11,見越し,7,新法律,25021510-3_0-0-2-0-0,
83417,950690048,11,見越し,7,新法律,-3,
83450,950690048,20,観測し,7,大学は,05032740-2_0-0-1-0-0,
83485,950690049,3,再計算さ,10,参院選,08003580-3_0-0-2-0-0,
83695,950690051,19,行き詰まっ,26,二信組,27020030-3_0-0-2-0-0,
83695,950690051,19,行き詰まっ,26,二信組,-3,
83713,950690052,4,磨き,18,戦後は,25020380-3_0-0-2-0-0,
83747,950690052,16,作り出し,20,それが,17033420-4_0-0-3-0-0,
83747,950690052,16,作り出し,20,それが,-3,
83781,950690052,35,雇う,2,逆に雇,27007360-2_0-0-1-0-0,
83932,950690054,23,反応し,31,韓国に,21047900-3_0-0-2-0-0,
83939,950690054,25,満足さ,18,選挙と,25017600-3_0-0-2-0-0,ニ格不要と思った。
83971,950690055,8,稼い,28,クリン,04035800-6_2-0-2-2-0,
83986,950690055,14,開放する,29,日本は,04012340-3_0-0-2-0-0,
84010,950690055,23,開放し,38,情報シ,04012340-3_0-0-2-0-0,
84011,950690055,23,取り込む,42,情報シ,19034480-3_1-0-2-0-0,28984「取り入れる」と迷った。一応28985にしたが、よかったのか迷う。
84038,950690056,5,施行さ,50,政治加,11012820-3_0-0-2-0-0,
84046,950690056,8,犯し,14,理不尽,03009680-2_0-0-1-0-0,「積み重ね」を「対象（事態）」にしたが、「対象」でよかったか？
84124,950790000,6,検証し,9,必要が,08023340-3_0-0-2-0-0,「現地」は、場所にした方がよかったか？
84168,950790000,23,怠れ,44,審問で,03013220-2_1-0-1-0-0,
84195,950790000,38,立ち向かう,18,教義で,16023820-3_0-0-2-0-0,
84195,950790000,38,立ち向かう,18,教義で,-3,
84243,950790001,21,振り回さ,15,外交が,23031150-5_0-0-4-0-0,
84243,950790001,21,振り回さ,15,外交が,-3,
84271,950790001,31,緊張さ,12,日本の,06054290-3_0-0-2-0-0,
84279,950790002,1,樹立し,50,五五年,12018030-1_0-0-0-0-0,
84281,950790002,2,明け,2,年が明,00011960-3_0-0-2-0-0,
84293,950790002,3,裏付け,65,毎日新,02016430-3_0-0-2-0-0,
84369,950790003,5,軽減さ,6,立証の,08002740-1_0-0-0-0-0,
84378,950790003,10,証明する,11,消費者,12037720-2_0-0-1-0-0,
84652,950790006,19,縮小さ,35,一つ残,12011650-1_0-0-0-0-0,
84724,950790007,17,緩め,16,警察当,27024020-2_0-0-1-0-0,「厳戒態勢」に「状態」をつけたが、よかったか？
84725,950790007,18,突か,5,このす,17032740-7_0-0-6-0-0,出し抜けに攻めているから
84726,950790007,19,引きずっ,8,「オウ,22005080-4_0-0-3-0-0,
84728,950790007,19,緩める,39,「オウ,27024020-2_0-0-1-0-0,
84733,950790007,20,想像し,32,もし大,15007150-2_0-0-1-0-0,
84769,950790007,36,緩める,15,繰り返,27024020-2_0-0-1-0-0,
84824,950790008,16,退け,50,地域の,12049930-4_0-0-3-0-0,
84829,950790008,19,並行し,33,判決で,24001860-1_0-0-0-0-0,ニ格を「道路整備」につけたが、ト格と考えて、つけなくてよかったかも。
84843,950790008,24,打ち切ら,50,大気中,02009090-3_0-0-2-0-0,
84843,950790008,24,打ち切ら,50,大気中,-3,
84924,950790009,17,覚悟し,79,与党三,04021660-3_0-0-2-0-0,
85026,950790011,7,退け,41,差し止,12049930-4_0-0-3-0-0,ガ格は、文章から「二審判決」にしていたが、本当は、「裁判官」にして、動作主にすべきだったのか？また、「判決」はサ変名詞だから、「対象（事態）」にすべきか？
85047,950790011,10,退け,69,国や公,12049930-4_0-0-3-0-0,ガ格は、文章から「二審判決」にしていたが、本当は、「裁判官」にして、動作主にすべきだったのか？また、「判決」はサ変名詞だから、「対象（事態）」にすべきか？ヲ格は、つけなくてもよかったか？
85114,950790012,4,樹立する,92,民主化,12018030-1_0-0-0-0-0,ヲ格「外交関係」を生成物にしてよかったのか？
85185,950790013,3,外れ,14,しかし,21020100-5_0-0-4-0-0,
85254,950790014,2,立ち向かう,14,この中,16023820-3_0-0-2-0-0,
85254,950790014,2,立ち向かう,14,この中,-3,
85262,950790014,5,増大さ,27,それだ,15007590-1_0-0-0-0-0,
85346,950790015,2,後退し,44,週明け,09016800-3_0-0-2-0-0,「金融システム不安」なので、「感情」にしたが、「デフレ懸念」とは並列なので、これは、「対象（事態）」となるが、今、並列であっても１つしかつけないので、「感情」だけ」つけておく。
85481,950790016,19,広まる,39,英国式,22031800-3_0-0-2-0-0,
85495,950790017,1,貸し,18,私たち,04033860-3_0-0-2-0-0,ガ格はあっているのだが、つける場所が違う。
85520,950790017,8,刺し,57,解放の,-2,
85556,950790017,21,転落し,66,ミャン,18026510-3_0-0-2-0-0,
85570,950790018,0,乗せ,41,地球と,20048720-2_0-0-1-0-0,
85570,950790018,0,乗せ,41,地球と,-4,
85654,950790019,2,中断する,26,このた,17013820-3_0-0-2-0-0,
85693,950790019,16,撤退し,7,なぜも,18013260-1_0-0-0-0-0,
85770,950790020,19,退け,84,そのう,12049930-4_0-0-3-0-0,ガ格は、文章から「判決」にしていたが、本当は、「裁判官」にして、動作主にすべきだったのか？また、「判決」はサ変名詞だから、「対象（事態）」にすべきか？
85788,950790020,26,改定施行さ,4,四月か,11012820-3_0-0-2-0-0,
85808,950790020,31,満ち,19,多くの,25026420-5_0-0-4-0-0,「矛盾」は感情的なものではないかもしれないが、39656にした。
85855,950790021,10,思い込ん,9,社長は,03027270-2_0-0-1-0-0,
85855,950790021,10,思い込ん,9,社長は,-3,
85871,950790021,13,振り回さ,14,大きな,23031150-5_0-0-4-0-0,
85871,950790021,13,振り回さ,14,大きな,-3,
85908,950790021,25,眠る,18,「空文,20042180-5_0-0-4-0-0,この「眠る」は、31129にもつけられるが、人に例えていると考えて、31126と言う事もできると思った。
85933,950790022,8,生活し,27,しかし,14002260-3_0-0-2-0-0,
85945,950790022,16,傾い,23,計画案,04040240-5_0-0-4-0-0,
86016,950790023,8,採用内定し,13,一年間,20002470-1_0-0-0-0-0,「外界一般（企業）が採用を内定する」ともできるが、「採用が内定する」の方が格数は少なくてもいいと思った。
86016,950790023,8,採用内定し,13,一年間,-3,これを複合動詞にしていいのか？
86121,950790024,12,見越し,10,まさか,25021510-3_0-0-2-0-0,「低視聴率」を状況にしたが、よかったか？生成物ではないと思う。
86121,950790024,12,見越し,10,まさか,-3,
86279,950790026,1,傷つけ,34,日本の,06012670-4_0-0-3-0-0,ヲ格の「信用」を「対象（事態）」にしていいのか？事態性があるとも思えなかったので、「対象（事態）」にしなかった。また、ガ格は意図があるか明確でないので、経験者にした。

86285,950790026,4,傷つけ,19,この報,06012670-4_0-0-3-0-0,
86302,950790026,9,裏切ら,44,日韓議,02016200-2_0-0-1-0-0,
86536,950790029,8,付い,57,防災業,17032600-19_1-0-2-2-0,大辞林に「クレームが付く」は、「（結果的動作）あるものが現れる・来る」の意味となっていたので、一番近い25951にした。
動詞項構造シソーラスでは、ニ格がついていなかったが、ニ格をつけて、着点にしたが、よかったか？
86669,950790030,23,終結し,3,冷戦が,12003670-1_0-0-1-0-0,
86722,950790031,6,気付く,35,クリン,06016250-2_0-0-1-0-0,
86798,950790032,15,消滅し,15,その後,12037750-1_0-0-0-0-0,ガ格の会社は、経験者ではなく、対象にすべきか？
86810,950790032,18,消滅する,34,三番目,12037750-1_0-0-0-0-0,
86821,950790032,22,退け,5,国の責,12049930-4_0-0-3-0-0,ガ格は、文章から「判決」にしていたが、本当は、「裁判官」にして、動作主にすべきだったのか？また、「判決」はサ変名詞だから、「対象（事態）」にすべきか？
86860,950790032,39,着く,29,患者、,-1,「ある場所に身を置く」の語義がないので、Unknownにした。
86880,950790033,5,刻ん,32,世界で,06009680-3_0-0-2-0-0,
86967,950790034,6,認可する,67,合意の,20032510-3_0-0-2-0-0,ニ格なくてもよかったか？
86969,950790034,7,認可さ,46,その代,20032510-3_0-0-2-0-0,
86984,950790034,12,通さ,18,その理,19014420-6_1-0-1-3-0,
87029,950790035,3,乗り込も,35,ある党,20052620-4_0-0-3-0-0,ガ格は、「党」よりも「日本」という「国」全体で動こうとしていると思ったから。
87029,950790035,3,乗り込も,35,ある党,-3,
87091,950790035,30,脅す,2,核で脅,03021640-2_0-0-1-0-0,「特定されていない相手を脅す」なので、ヲ格に該当するものはないが、一応外界一般にヲ格をつけるにしておく。
87118,950790036,2,連ね,133,今年は,17040950-3_0-0-2-0-0,ニ格を最初、対象にしていたが、着点に変えた。
87178,950790037,0,増大する,26,かつて,15007590-1_0-0-0-0-0,
87215,950790037,11,逆転し,47,八九年,06023600-3_0-0-2-0-0,
87216,950790037,12,劣る,22,参院選,03022310-2_0-0-1-0-0,
87222,950790037,14,見極め,41,やはり,25021030-3_0-0-2-0-0,
87222,950790037,14,見極め,41,やはり,-3,
87302,950790038,8,落ち込ん,21,社会党,03018300-4_0-0-3-0-0,ガ格「獲得議席」でいいと思う。
87419,950790039,14,補っ,16,人々は,03010830-2_0-0-1-0-0,「目減り」は対象（事態）にしたが、結果物か？
87496,950790040,16,振り回し,17,日教組,23031150-4_0-0-3-0-0,36425の語義は、LCSの検索結果の中にはないが、動詞の語義の選択肢の中にある語義で、よく使い方がわからなかったが、広辞苑には「権力を振り回す」の例でのっていたので、これでいいと思った。
87496,950790040,16,振り回し,17,日教組,-3,
87565,950790041,9,下落し,10,モノや,08016820-2_0-0-1-0-0,
87571,950790041,10,注意する,22,荒っぽ,17011250-2_0-0-1-0-0,
87624,950790042,6,眠る,6,空襲犠,20042180-4_0-0-3-0-0,このガ格は、経験者にしたが、対象（人）にしていいのか迷った。「遺体」なら｢対象」にするが、この「空襲犠牲者」は「遺体」と同じようだが、まだ人として扱うことができるので、「対象（人）」にすべきか？ニ格を「東京都慰霊堂」につけることが出来るが、必須格ではないよう気がするので、ニ格はつけない。
87671,950790042,23,作り出し,19,旧憲法,17033420-4_0-0-3-0-0,
87671,950790042,23,作り出し,19,旧憲法,-3,
87774,950790043,22,軽減する,23,第三セ,08002740-1_0-0-0-0-0,ガ格を何にすべきか？今は、「案」にしたが、動作主に該当するものがあれば、動作主でもいいと思う。ただ、見つからないので、「案」にしておく。
87809,950790044,4,満足せ,18,ところ,25017600-3_0-0-2-0-0,二格に当初「決定内容」をつけていたが、原因に修正した。
87861,950790044,21,軽減さ,59,米議会,08002740-1_0-0-0-0-0,「苦難」を、主体自身の内部的なものだと思ったので、「状態」にしたが、よかったか？また、｢武器支援」がデ格で係っているが、デ格が、ガ格の役割を果たしているので、ガ格に意味役割はない。なので、動作主ではなく、その他にする。
88002,950790046,10,縮小し,7,逆に経,12011650-1_0-0-0-0-0,ヲ格「経営規模」は、「状況」もしくは「状態」にすべきか？
88072,950790046,32,整える,47,さまざ,19027490-2_0-0-1-0-0,
88109,950790047,12,終結し,3,冷戦が,12003670-1_0-0-1-0-0,
88155,950790047,28,動かす,33,日本で,02004790-6_0-0-5-0-0,
88192,950790048,11,整え,56,ＡＳＥ,19027490-2_0-0-1-0-0,
88193,950790048,12,加入し,41,ベトナ,05007150-2_0-0-1-0-0,
88218,950790048,20,加入する,23,ベトナ,05007150-2_0-0-1-0-0,
88232,950790049,1,加入する,24,担ぎ手,05007150-3_0-0-2-0-0,
88273,950790049,22,統合する,24,財政破,19005470-1_0-0-0-0-0,
88282,950790049,27,吸収し,33,厚生年,06027950-2_0-0-1-0-0,｢厚生年金」は動作主か？
88299,950790049,35,怠ら,13,合併後,03013220-2_1-0-1-0-0,
88330,950790050,7,注意し,18,体罰の,17011250-4_0-0-3-0-0,
88400,950890000,1,撃た,40,三十日,02010990-2_0-0-1-0-0,
88403,950890000,2,撃た,29,女子高,02010990-2_0-0-1-0-0,
88407,950890000,4,詰まる,15,家族ら,-2,
88414,950890000,8,撃っ,23,容疑者,02010990-2_0-0-1-0-0,
88430,950890000,18,撃た,39,約一カ,02010990-2_0-0-1-0-0,
88434,950890000,20,立ち向かう,20,当然、,16023820-3_0-0-2-0-0,
88434,950890000,20,立ち向かう,20,当然、,-3,
88571,950890002,6,断ち切る,11,日銀は,16023200-4_0-0-3-0-0,
88571,950890002,6,断ち切る,11,日銀は,-3,
88759,950890004,8,製造し,68,「核兵,14007320-3_0-0-2-0-0,
88809,950890004,32,交え,9,罵り合,25006330-3_0-0-2-0-0,
88919,950890006,16,競っ,10,使途不,06014040-1_0-0-0-0-0,
88981,950890007,6,裏切る,27,これで,02016200-3_0-0-2-0-0,
88986,950890007,9,終結し,8,だが、,12003670-1_0-0-1-0-0,
89013,950890007,19,編成す,32,改めて,24012990-1_0-0-0-0-0,
89024,950890007,24,漂っ,14,多くの,16022380-5_0-0-4-0-0,23835「立ちこめる」と23836で迷った。実際に「スモッグ」が存在するわけではないので、23833にはしない。「立ちこめる」感じがするが、23836の方が近い感じがして、23836にした。
89124,950890008,18,遂げよ,39,しかし,19021100-2_0-0-1-0-0,
89143,950890009,4,満ち,8,広島の,25026420-5_0-0-4-0-0,
89161,950890009,10,怠っ,39,日本は,03013220-2_1-0-1-0-0,
89166,950890009,11,救っ,46,日本が,13009160-2_0-0-1-0-0,
89205,950890009,25,終結し,3,冷戦が,12003670-1_0-0-1-0-0,
89226,950890009,33,維持・管理する,12,「核兵,05037820-2_0-0-1-0-0,
89257,950890010,2,認可さ,24,どんな,20032510-3_0-0-2-0-0,ニ格なくてもいいと思ったが、一応つけた。
89324,950890010,28,軽減する,22,引き上,08002740-1_0-0-0-0-0,
89488,950890012,15,検証し,31,併せて,08023340-2_0-0-1-0-0,
89538,950890013,0,施行さ,10,一九九,11012820-3_0-0-2-0-0,
89552,950890013,4,取り付ける,28,当時の,19035120-4_0-0-3-0-0,
89645,950890014,9,共有する,17,私たち,06039970-2_0-0-1-0-0,「所有権を量的に分有する」意味ではないと
思ったので、10812にした
89659,950890014,13,覚悟し,44,公海で,04021660-3_0-0-2-0-0,
89685,950890014,18,惜しむ,62,日本の,03015840-3_0-0-2-0-0,
89699,950890015,6,気付か,13,運輸省,06016250-2_0-0-1-0-0,「ミス」に「対象（事態）」をつけたが、事態性がないとして、「対象」でよかったかも。
89722,950890015,17,付い,26,もちろ,17032600-5_1-0-1-3-0,
89729,950890015,23,劣る,9,「海外,03022310-2_0-0-1-0-0,この「自社整備」には、対象（事態）はつけなくていいと思った。
89862,950890016,31,動かし,8,二十世,02004790-6_0-0-5-0-0,
90048,950890018,6,覚悟し,9,戦争体,04021660-3_0-0-2-0-0,語義を7538と迷った。
90128,950890018,36,合流し,36,とすれ,09024070-3_0-0-2-0-0,
90138,950890018,40,犯し,26,私たち,03009680-2_0-0-1-0-0,
90213,950890019,16,脅かし,18,ルール,03024470-3_0-0-2-0-0,
90268,950890020,7,眺め,70,私たち,-1,
90393,950890022,5,励まし,15,ドルの,21015950-2_0-0-1-0-0,
90427,950890022,23,乗せる,24,こうし,-2,
90427,950890022,23,乗せる,24,こうし,-4,「軌道に乗る」は慣用句なので、「上昇軌道に乗る」も慣用句にした。
90509,950890023,29,揺らぎ,10,いまそ,27023570-3_0-0-2-0-0,
90511,950890023,30,突い,5,その不,17032740-7_0-0-6-0-0,弱点を攻めているから
90524,950890023,35,攻撃さ,19,最後は,09009240-3_0-0-2-0-0,
90525,950890023,35,消滅し,30,最後は,12037750-1_0-0-0-0-0,
90579,950890023,63,間に合う,5,今なら,25012420-2_0-0-1-0-0,
90597,950890024,7,思い込ん,17,それよ,03027270-2_0-0-1-0-0,
90597,950890024,7,思い込ん,17,それよ,-3,
90602,950890024,10,黙ら,15,いま多,16031970-2_0-0-1-0-0,
90604,950890024,11,振り回し,34,ソ連と,23031150-4_0-0-3-0-0,36425の語義は、LCSの検索結果の中にはないが、動詞の語義の選択肢の中にある語義で、よく使い方がわからなかったが、広辞苑には「権力を振り回す」の例でのっていたので、これでいいと思った。
90604,950890024,11,振り回し,34,ソ連と,-3,
90631,950890024,29,黙っ,3,中国は,16031970-3_0-0-2-0-0,
90873,950890026,30,外れ,17,その影,21020100-3_0-0-2-0-0,
91004,950890027,15,注文し,58,河野、,17014630-3_0-0-2-0-0,
91023,950890028,6,余る,85,だが、,-2,
91060,950890028,17,取り付ける,4,原生林,19035120-2_0-0-1-0-0,
91075,950890028,19,逆転さ,72,長良川,06023600-3_0-0-2-0-0,
91120,950890029,14,倒す,22,最も得,16014010-3_0-0-2-0-0,
91124,950890029,16,傾き,19,このと,04040240-5_0-0-4-0-0,
91248,950890030,30,揺らぎ,47,しかし,27023570-3_0-0-2-0-0,
91298,950890030,53,満ち,46,時代が,25026420-5_0-0-4-0-0,「多様性」は、感情的なものではないかもしれないが、39656にした。
91392,950890031,29,抜け,6,第七次,20035550-5_0-0-1-3-0,
91435,950890032,14,並行し,25,ＡＰＥ,24001860-1_0-0-0-0-0,「会合」は、サ変名詞なので、対象（事態）にした。これが、「（会合を）開く（こと）」なら、「対象（事態）」ではなく、「対象」につけるべきか？
91456,950890032,22,共有する,45,震災が,06039970-2_0-0-1-0-0,
91459,950890032,23,検証し,19,首脳や,08023340-2_0-0-1-0-0,
91528,950890033,16,傾い,51,国連安,04040240-5_0-0-4-0-0,
91554,950890033,23,犯し,32,だが、,03009680-2_0-0-1-0-0,
91604,950890034,27,満足し,50,こうし,25017600-3_0-0-2-0-0,「国民の九割」にガ格をつけているが、これに程度をつけたが、よかったか？
91607,950890034,29,揺らぎ,30,まず、,27023570-3_0-0-2-0-0,
91624,950890034,34,埋没する,33,若い世,25001600-4_0-0-3-0-0,この語義は、38450と迷ったが、「埋もれる」ではなく、「エリートが仕事に埋没する」の「没頭する」に近いと思ったので、38452にした。
91744,950890035,17,見越し,39,また政,25021510-3_0-0-2-0-0,
91744,950890035,17,見越し,39,また政,-3,
91830,950890036,16,埋没し,30,さきが,25001600-2_0-0-1-0-0,ガ格を「対象」ではなく、「経験者」にしたがよかったのか？
91857,950890037,4,行き詰まっ,59,兵庫銀,27020030-3_0-0-2-0-0,
91857,950890037,4,行き詰まっ,59,兵庫銀,-3,
91923,950890038,0,終結し,3,冷戦が,12003670-1_0-0-1-0-0,
92215,950990002,15,製造し,41,オウム,14007320-3_0-0-2-0-0,
92262,950990002,28,埋没し,19,他方で,25001600-4_0-0-3-0-0,ニ格「仕事」に「対象（事態）」もつけたが、つけてよかったのか？
92267,950990002,30,拘束する,17,そして,09016440-1_0-0-0-0-0,
92279,950990002,35,埋没する,3,組織に,25001600-2_0-0-1-0-0,
92287,950990002,39,埋没し,9,子ども,25001600-2_0-0-1-0-0,ニ格「学校」は場所ではない。
92304,950990003,0,出馬する,20,来年三,12015920-5_0-0-4-0-0,
92364,950990003,19,緊張し,5,中台関,06054290-3_0-0-2-0-0,
92491,950990004,59,展望する,29,理念と,18025920-3_0-0-2-0-0,
92517,950990004,68,自覚する,23,自らの,11006650-3_0-0-2-0-0,「（変化の）時代」には、「時」も「期間」もつけなかった。「期間」配意にしても、｢時」にしなくてよかったか？
92783,950990008,7,増大し,34,国際線,15007590-1_0-0-0-0-0,
92789,950990008,9,吸収し,24,これま,06027950-2_0-0-1-0-0,
92793,950990008,11,眠ら,10,例えば,20042180-2_0-0-1-0-0,この「眠る」は、「空港」を｢人」に例えて使われているので、「人が眠る」状態の31126にした。また、ガ格は場所ではなく、対象にした。しかし、「場所」にすべきでないと言い切れないから微妙。
92899,950990009,21,裏付け,27,バッジ,02016430-3_0-0-2-0-0,ガ格は、次の行の「情報や証拠」でいいかもしれない。
92930,950990009,34,検証し,16,「捜査,08023340-2_0-0-1-0-0,この「検証」は、証拠を調べる方法の「検証」ではないと思ったから、13100にした。
92950,950990010,5,揺らぎ,42,中仏両,27023570-3_0-0-2-0-0,
92979,950990010,15,交え,19,この「,25006330-4_0-0-3-0-0,大辞林の「とりかわす。やりとりする」の例文に｢一戦交える」があったから、38679にした。
93049,950990011,15,落ち込ん,13,第一に,03018300-4_0-0-3-0-0,
93085,950990011,30,食う,32,村山富,07001580-2_0-0-1-0-0,
93086,950990011,30,食え,43,村山富,07001580-2_0-0-1-0-0,
93153,950990012,13,余っ,18,こうし,00026970-2_0-0-1-0-0,
93188,950990012,25,逃し,19,円安に,20047490-3_0-0-2-0-0,
93249,950990013,23,裏付け,17,そもそ,-1,この「裏付ける」は、4162ではなく、大辞林の「証拠や保証となる」の意味の「裏付け」に近いと思うので、Unknownにした
93259,950990013,26,動かす,26,あるい,02004790-8_0-0-7-0-0,語義を「運用する」にしたが、ちょっとだけ違うような気がした。
93261,950990013,26,近付こ,46,あるい,17002300-2_1-0-1-0-0,
93425,950990015,38,取り付け,6,多くの,19035120-4_0-0-3-0-0,
93469,950990016,6,降り,61,ところ,03031230-8_0-0-4-0-0,「総裁選」にヲ格がつけられそうだが、カラ格で係るほうがいいと思うので、ヲ格にしなかった。
93513,950990016,15,整え,8,国民向,19027490-2_0-0-1-0-0,「形」は「体制」と同じように状態にしたが、よかったか？
93590,950990017,23,並行し,32,都銀と,24001860-1_0-0-0-0-0,
93604,950990017,28,自覚し,13,公共性,11006650-3_0-0-2-0-0,
93614,950990018,1,後退し,16,先月ま,09016800-3_0-0-2-0-0,
93648,950990018,17,後退し,12,バブル,09016800-3_0-0-2-0-0,
93648,950990018,17,後退し,12,バブル,-3,
93719,950990019,13,裏切ら,20,金鍾泌,02016200-2_0-0-1-0-0,
93753,950990019,26,振り回さ,23,近代史,23031150-5_0-0-4-0-0,
93753,950990019,26,振り回さ,23,近代史,-3,
